trial,W_KC1,W_KC2,cAMP_mean,Ca_mean,DA_mean,kappa_mean
0,1.0,1.0,0.5,0.1,20.0,0.0
1,0.23417915230375808,0.7465428196558365,0.06846014122759037,0.1431264314731417,22.718086021366062,-0.6206696473612421
2,0.0,0.5291174136619505,0.0475313143167667,0.11220791199085864,22.718086021366062,-0.508582778450897
3,0.0,0.29750098725404694,0.04747946806274381,0.10670858754106069,22.718086021366062,-0.48336029591575896
4,0.0,0.03106749608930967,0.04747933962582436,0.10343871854583417,22.718086021366062,-0.46832865238040766
5,0.0,0.0,0.047479339307652024,0.10002431077160633,22.718086021366062,-0.45263241874360005
